sample	contig	bgc_candidate_id	product_activity	protein_id	gene_start	gene_end	pfam_id	protein_id_1	clan	pfam	family	description	taxid	taxonomy
SRR6145060	k99_2324	k99_2324_0-3713.1	antibacterial	k99_2324_k99_2324_2	797	2000	PF13524	0.71015	CL0113	GT-B	Glyco_trans_1_2	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145060	k99_2324	k99_2324_0-3713.1	antibacterial	k99_2324_k99_2324_3	2063	2231	PF11314	0.75132	NA	NA	DUF3117	Protein of unknown function (DUF3117)	1747	Cutibacterium acnes
SRR6145060	k99_2324	k99_2324_0-3713.1	antibacterial	k99_2324_k99_2324_5	2621	3713	PF01546	0.67738	CL0035	Peptidase_MH	Peptidase_M20	Peptidase family M20/M25/M40	1747	Cutibacterium acnes
SRR6145060	k99_2324	k99_2324_0-3713.1	antibacterial	k99_2324_k99_2324_5	2621	3713	PF07687	0.68756	NA	NA	M20_dimer	Peptidase dimerisation domain	1747	Cutibacterium acnes
SRR6145060	k99_2324	k99_2324_0-3713.1	antibacterial	k99_2324_k99_2324_5	2621	3713	PF04389	0.69245	CL0035	Peptidase_MH	Peptidase_M28	Peptidase family M28	1747	Cutibacterium acnes
SRR6145060	k99_14804	k99_14804_1-1584.1	antibacterial	k99_14804_k99_14804_1	1	175	PF10105	0.51786	CL0649	PseudoU_synth	DUF2344	Uncharacterized protein conserved in bacteria (DUF2344)	1747	Cutibacterium acnes
SRR6145060	k99_14804	k99_14804_1-1584.1	antibacterial	k99_14804_k99_14804_2	177	1584	PF04055	0.54617	CL0036	TIM_barrel	Radical_SAM	Radical SAM superfamily	1747	Cutibacterium acnes
SRR6145060	k99_10703	k99_10703_731-1388.1	antibacterial	k99_10703_k99_10703_2	731	1388	PF03884	0.62795	CL0175	TRASH	YacG	DNA gyrase inhibitor YacG	NA	NA
SRR6145060	k99_3571	k99_3571_197-1370.1	antibacterial	k99_3571_k99_3571_1	197	1370	PF00171	0.62707	CL0099	ALDH-like	Aldedh	Aldehyde dehydrogenase family	1747	Cutibacterium acnes
SRR6145060	k99_4731	k99_4731_2-359.1	antibacterial	k99_4731_k99_4731_1	2	359	PF02826	0.54196	CL0063	NADP_Rossmann	2-Hacid_dh_C	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	1747	Cutibacterium acnes
SRR6145060	k99_15295	k99_15295_1020-2989.1	antibacterial	k99_15295_k99_15295_3	1020	1692	PF03734	0.56453	CL0508	YkuD	YkuD	L,D-transpeptidase catalytic domain	1747	Cutibacterium acnes
SRR6145060	k99_15295	k99_15295_1020-2989.1	antibacterial	k99_15295_k99_15295_5	2143	2989	PF00795	0.57246	NA	NA	CN_hydrolase	Carbon-nitrogen hydrolase	1747	Cutibacterium acnes
SRR6145060	k99_2740	k99_2740_362-1157.1	antibacterial	k99_2740_k99_2740_1	362	1157	PF00106	0.57021	CL0063	NADP_Rossmann	adh_short	short chain dehydrogenase	1747	Cutibacterium acnes
SRR6145060	k99_2740	k99_2740_362-1157.1	antibacterial	k99_2740_k99_2740_1	362	1157	PF08659	0.57276	CL0063	NADP_Rossmann	KR	KR domain	1747	Cutibacterium acnes
SRR6145060	k99_2740	k99_2740_362-1157.1	antibacterial	k99_2740_k99_2740_1	362	1157	PF13561	0.56627	CL0063	NADP_Rossmann	adh_short_C2	Enoyl-(Acyl carrier protein) reductase	1747	Cutibacterium acnes
SRR6145060	k99_11690	k99_11690_0-312.1	antibacterial	k99_11690_k99_11690_1	0	312	PF13347	0.56937	CL0015	MFS	MFS_2	MFS/sugar transport protein	1747	Cutibacterium acnes
SRR6145060	k99_7141	k99_7141_2-857.1	antibacterial	k99_7141_k99_7141_1	2	857	PF13620	0.50883	CL0287	Transthyretin	CarboxypepD_reg	Carboxypeptidase regulatory-like domain	1747	Cutibacterium acnes
SRR6145060	k99_7141	k99_7141_2-857.1	antibacterial	k99_7141_k99_7141_1	2	857	PF16640	0.56318	CL0159	E-set	Big_3_5	Bacterial Ig-like domain (group 3)	1747	Cutibacterium acnes
SRR6145060	k99_9384	k99_9384_2-1472.1	antibacterial	k99_9384_k99_9384_1	2	1472	PF00501	0.64747	CL0378	ANL	AMP-binding	AMP-binding enzyme	1747	Cutibacterium acnes
SRR6145060	k99_10464	k99_10464_0-4587.1	antibacterial	k99_10464_k99_10464_1	0	249	PF02896	0.67841	CL0151	PK_TIM	PEP-utilizers_C	PEP-utilising enzyme, TIM barrel domain	1747	Cutibacterium acnes
SRR6145060	k99_10464	k99_10464_0-4587.1	antibacterial	k99_10464_k99_10464_2	324	1062	PF00106	0.76505	CL0063	NADP_Rossmann	adh_short	short chain dehydrogenase	1747	Cutibacterium acnes
SRR6145060	k99_10464	k99_10464_0-4587.1	antibacterial	k99_10464_k99_10464_2	324	1062	PF08659	0.78172	CL0063	NADP_Rossmann	KR	KR domain	1747	Cutibacterium acnes
SRR6145060	k99_10464	k99_10464_0-4587.1	antibacterial	k99_10464_k99_10464_2	324	1062	PF01370	0.77735	CL0063	NADP_Rossmann	Epimerase	NAD dependent epimerase/dehydratase family	1747	Cutibacterium acnes
SRR6145060	k99_10464	k99_10464_0-4587.1	antibacterial	k99_10464_k99_10464_2	324	1062	PF13561	0.73658	CL0063	NADP_Rossmann	adh_short_C2	Enoyl-(Acyl carrier protein) reductase	1747	Cutibacterium acnes
SRR6145060	k99_10464	k99_10464_0-4587.1	antibacterial	k99_10464_k99_10464_2	324	1062	PF13460	0.71886	CL0063	NADP_Rossmann	NAD_binding_10	NAD(P)H-binding	1747	Cutibacterium acnes
SRR6145060	k99_10464	k99_10464_0-4587.1	antibacterial	k99_10464_k99_10464_3	1084	2470	PF02397	0.69614	NA	NA	Bac_transf	Bacterial sugar transferase	1747	Cutibacterium acnes
SRR6145060	k99_10464	k99_10464_0-4587.1	antibacterial	k99_10464_k99_10464_4	2510	3452	PF08669	0.52284	NA	NA	GCV_T_C	Glycine cleavage T-protein C-terminal barrel domain	1747	Cutibacterium acnes
SRR6145060	k99_10464	k99_10464_0-4587.1	antibacterial	k99_10464_k99_10464_4	2510	3452	PF01571	0.50259	CL0289	FBD	GCV_T	Aminomethyltransferase folate-binding domain	1747	Cutibacterium acnes
SRR6145060	k99_10464	k99_10464_0-4587.1	antibacterial	k99_10464_k99_10464_5	3453	3954	PF08768	0.61962	CL0116	Calycin	DUF1794	Domain of unknown function (DUF1794)	1747	Cutibacterium acnes
SRR6145060	k99_10464	k99_10464_0-4587.1	antibacterial	k99_10464_k99_10464_6	4149	4587	PF02580	0.52921	NA	NA	Tyr_Deacylase	D-Tyr-tRNA(Tyr) deacylase	1747	Cutibacterium acnes
SRR6145060	k99_2164	k99_2164_241-520.1	antibacterial	k99_2164_k99_2164_2	241	520	PF02467	0.51722	NA	NA	Whib	Transcription factor WhiB	1747	Cutibacterium acnes
SRR6145060	k99_8970	k99_8970_0-1175.1	antibacterial	k99_8970_k99_8970_1	0	249	PF13834	0.55927	NA	NA	DUF4193	Domain of unknown function (DUF4193)	1747	Cutibacterium acnes
SRR6145060	k99_8970	k99_8970_0-1175.1	antibacterial	k99_8970_k99_8970_2	318	618	PF14019	0.5852	NA	NA	DUF4235	Protein of unknown function (DUF4235)	1747	Cutibacterium acnes
SRR6145060	k99_8970	k99_8970_0-1175.1	antibacterial	k99_8970_k99_8970_3	659	1175	PF11292	0.53157	NA	NA	DUF3093	Protein of unknown function (DUF3093)	1747	Cutibacterium acnes
SRR6145060	k99_1165	k99_1165_0-789.1	antibacterial	k99_1165_k99_1165_1	0	789	PF00171	0.58531	CL0099	ALDH-like	Aldedh	Aldehyde dehydrogenase family	1747	Cutibacterium acnes
SRR6145060	k99_1165	k99_1165_2024-2696.1	antibacterial	k99_1165_k99_1165_4	2024	2696	PF00300	0.56568	CL0071	His_phosphatase	His_Phos_1	Histidine phosphatase superfamily (branch 1)	1747	Cutibacterium acnes
SRR6145060	k99_9217	k99_9217_799-1600.1	antibacterial	k99_9217_k99_9217_2	799	1600	PF10370	0.56713	NA	NA	DUF2437	Domain of unknown function (DUF2437)	1747	Cutibacterium acnes
SRR6145060	k99_9217	k99_9217_799-1600.1	antibacterial	k99_9217_k99_9217_2	799	1600	PF01557	0.55153	CL0377	FAH	FAA_hydrolase	Fumarylacetoacetate (FAA) hydrolase family	1747	Cutibacterium acnes
SRR6145060	k99_9217	k99_9217_3044-3662.1	antibacterial	k99_9217_k99_9217_5	3044	3662	PF01614	0.5285	CL0161	GAF	IclR	Bacterial transcriptional regulator	1747	Cutibacterium acnes
SRR6145060	k99_9217	k99_9217_3044-3662.1	antibacterial	k99_9217_k99_9217_5	3044	3662	PF09339	0.50228	CL0123	HTH	HTH_IclR	IclR helix-turn-helix domain	1747	Cutibacterium acnes
SRR6145060	k99_4650	k99_4650_38-2734.1	inhibitor	k99_4650_k99_4650_1	38	1514	PF00464	0.61257	CL0061	PLP_aminotran	SHMT	Serine hydroxymethyltransferase	1234380	Cutibacterium acnes C1
SRR6145060	k99_4650	k99_4650_38-2734.1	inhibitor	k99_4650_k99_4650_1	38	1514	PF00155	0.59413	CL0061	PLP_aminotran	Aminotran_1_2	Aminotransferase class I and II	1234380	Cutibacterium acnes C1
SRR6145060	k99_4650	k99_4650_38-2734.1	inhibitor	k99_4650_k99_4650_1	38	1514	PF01212	0.5698	CL0061	PLP_aminotran	Beta_elim_lyase	Beta-eliminating lyase	1234380	Cutibacterium acnes C1
SRR6145060	k99_4650	k99_4650_38-2734.1	inhibitor	k99_4650_k99_4650_2	1627	2734	PF00294	0.51628	CL0118	Ribokinase	PfkB	pfkB family carbohydrate kinase	1234380	Cutibacterium acnes C1
SRR6145060	k99_5486	k99_5486_210-1125.1	antibacterial	k99_5486_k99_5486_2	210	1125	PF00248	0.52466	NA	NA	Aldo_ket_red	Aldo/keto reductase family	1747	Cutibacterium acnes
SRR6145060	k99_8469	k99_8469_164-494.1	antibacterial	k99_8469_k99_8469_2	164	494	PF01527	0.61345	CL0123	HTH	HTH_Tnp_1	Transposase	930171	Pseudarthrobacter phenanthrenivorans Sphe3
SRR6145060	k99_8469	k99_8469_164-494.1	antibacterial	k99_8469_k99_8469_2	164	494	PF13518	0.57197	CL0123	HTH	HTH_28	Helix-turn-helix domain	930171	Pseudarthrobacter phenanthrenivorans Sphe3
SRR6145060	k99_8469	k99_8469_164-494.1	antibacterial	k99_8469_k99_8469_2	164	494	PF13384	0.54595	CL0123	HTH	HTH_23	Homeodomain-like domain	930171	Pseudarthrobacter phenanthrenivorans Sphe3
SRR6145060	k99_8469	k99_8469_1166-1508.1	antibacterial	k99_8469_k99_8469_4	1166	1508	PF13936	0.61576	CL0123	HTH	HTH_38	Helix-turn-helix domain	930171	Pseudarthrobacter phenanthrenivorans Sphe3
SRR6145060	k99_2242	k99_2242_0-1632.1	antibacterial	k99_2242_k99_2242_1	0	570	PF00440	0.59419	CL0123	HTH	TetR_N	Bacterial regulatory proteins, tetR family	1747	Cutibacterium acnes
SRR6145060	k99_2242	k99_2242_0-1632.1	antibacterial	k99_2242_k99_2242_1	0	570	PF13977	0.5725	CL0174	TetR_C	TetR_C_6	BetI-type transcriptional repressor, C-terminal	1747	Cutibacterium acnes
SRR6145060	k99_2242	k99_2242_0-1632.1	antibacterial	k99_2242_k99_2242_1	0	570	PF16859	0.63594	CL0174	TetR_C	TetR_C_11	Tetracyclin repressor-like, C-terminal domain	1747	Cutibacterium acnes
SRR6145060	k99_2242	k99_2242_0-1632.1	antibacterial	k99_2242_k99_2242_2	642	1632	PF16363	0.56903	CL0063	NADP_Rossmann	GDP_Man_Dehyd	GDP-mannose 4,6 dehydratase	1747	Cutibacterium acnes
SRR6145060	k99_2242	k99_2242_0-1632.1	antibacterial	k99_2242_k99_2242_2	642	1632	PF01370	0.51042	CL0063	NADP_Rossmann	Epimerase	NAD dependent epimerase/dehydratase family	1747	Cutibacterium acnes
SRR6145060	k99_2242	k99_2242_0-1632.1	antibacterial	k99_2242_k99_2242_2	642	1632	PF02719	0.47704	CL0063	NADP_Rossmann	Polysacc_synt_2	Polysaccharide biosynthesis protein	1747	Cutibacterium acnes
SRR6145060	k99_2242	k99_2242_0-1632.1	antibacterial	k99_2242_k99_2242_2	642	1632	PF07993	0.48279	CL0063	NADP_Rossmann	NAD_binding_4	Male sterility protein	1747	Cutibacterium acnes
SRR6145060	k99_2242	k99_2242_0-1632.1	antibacterial	k99_2242_k99_2242_2	642	1632	PF04321	0.48084	CL0063	NADP_Rossmann	RmlD_sub_bind	RmlD substrate binding domain	1747	Cutibacterium acnes
SRR6145060	k99_2242	k99_2242_0-1632.1	antibacterial	k99_2242_k99_2242_2	642	1632	PF13460	0.49354	CL0063	NADP_Rossmann	NAD_binding_10	NAD(P)H-binding	1747	Cutibacterium acnes
SRR6145060	k99_2242	k99_2242_0-1632.1	antibacterial	k99_2242_k99_2242_2	642	1632	PF01073	0.53798	CL0063	NADP_Rossmann	3Beta_HSD	3-beta hydroxysteroid dehydrogenase/isomerase family	1747	Cutibacterium acnes
SRR6145060	k99_2242	k99_2242_0-1632.1	antibacterial	k99_2242_k99_2242_2	642	1632	PF05368	0.5634	CL0063	NADP_Rossmann	NmrA	NmrA-like family	1747	Cutibacterium acnes
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_1	2	1898	PF03030	0.67567	NA	NA	H_PPase	Inorganic H+ pyrophosphatase	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_2	1941	2676	PF00005	0.74061	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_2	1941	2676	PF13604	0.7116	CL0023	P-loop_NTPase	AAA_30	AAA domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_2	1941	2676	PF13191	0.76343	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_2	1941	2676	PF13555	0.72311	CL0023	P-loop_NTPase	AAA_29	P-loop containing region of AAA domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_2	1941	2676	PF13476	0.68186	CL0023	P-loop_NTPase	AAA_23	AAA domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_2	1941	2676	PF02702	0.73159	CL0023	P-loop_NTPase	KdpD	Osmosensitive K+ channel His kinase sensor domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_2	1941	2676	PF13304	0.61751	CL0023	P-loop_NTPase	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_3	2677	3442	PF01061	0.63352	CL0181	ABC-2	ABC2_membrane	ABC-2 type transporter	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_3	2677	3442	PF12698	0.55887	CL0181	ABC-2	ABC2_membrane_3	ABC-2 family transporter protein	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_3	2677	3442	PF12679	0.56616	CL0181	ABC-2	ABC2_membrane_2	ABC-2 family transporter protein	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	k99_7388_2-3442.1	antibacterial	k99_7388_k99_7388_3	2677	3442	PF12730	0.55263	CL0181	ABC-2	ABC2_membrane_4	ABC-2 family transporter protein	1234380	Cutibacterium acnes C1
SRR6145060	k99_4072	k99_4072_393-2965.1	antibacterial	k99_4072_k99_4072_1	393	1011	PF01694	0.6666	CL0207	Rhomboid-like	Rhomboid	Rhomboid family	1747	Cutibacterium acnes
SRR6145060	k99_4072	k99_4072_393-2965.1	antibacterial	k99_4072_k99_4072_2	1119	2025	PF16113	0.76035	CL0127	ClpP_crotonase	ECH_2	Enoyl-CoA hydratase/isomerase	1747	Cutibacterium acnes
SRR6145060	k99_4072	k99_4072_393-2965.1	antibacterial	k99_4072_k99_4072_2	1119	2025	PF00378	0.7143	CL0127	ClpP_crotonase	ECH_1	Enoyl-CoA hydratase/isomerase	1747	Cutibacterium acnes
SRR6145060	k99_4072	k99_4072_393-2965.1	antibacterial	k99_4072_k99_4072_3	2032	2965	PF00501	0.77568	CL0378	ANL	AMP-binding	AMP-binding enzyme	1747	Cutibacterium acnes
SRR6145060	k99_4244	k99_4244_400-2863.1	antibacterial	k99_4244_k99_4244_1	400	862	PF01161	0.76796	NA	NA	PBP	Phosphatidylethanolamine-binding protein	1747	Cutibacterium acnes
SRR6145060	k99_4244	k99_4244_400-2863.1	antibacterial	k99_4244_k99_4244_2	1094	2159	PF01083	0.78503	CL0028	AB_hydrolase	Cutinase	Cutinase	1747	Cutibacterium acnes
SRR6145060	k99_4244	k99_4244_400-2863.1	antibacterial	k99_4244_k99_4244_2	1094	2159	PF08237	0.71483	CL0028	AB_hydrolase	PE-PPE	PE-PPE domain	1747	Cutibacterium acnes
SRR6145060	k99_4244	k99_4244_400-2863.1	antibacterial	k99_4244_k99_4244_3	2164	2863	PF11139	0.6116	CL0292	LysE	SfLAP	Sap, sulfolipid-1-addressing protein	1747	Cutibacterium acnes
SRR6145060	k99_11610	k99_11610_181-964.1	antibacterial	k99_11610_k99_11610_2	181	964	PF00005	0.54894	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145060	k99_11610	k99_11610_181-964.1	antibacterial	k99_11610_k99_11610_2	181	964	PF13555	0.4766	CL0023	P-loop_NTPase	AAA_29	P-loop containing region of AAA domain	1747	Cutibacterium acnes
SRR6145060	k99_8470	k99_8470_1-226.1	antibacterial	k99_8470_k99_8470_1	1	226	PF09605	0.54171	NA	NA	Trep_Strep	Hypothetical bacterial integral membrane protein (Trep_Strep)	1747	Cutibacterium acnes
SRR6145060	k99_10049	k99_10049_2-320.1	antibacterial	k99_10049_k99_10049_1	2	320	PF08020	0.59228	CL0310	DinB	DUF1706	Protein of unknown function (DUF1706)	1234380	Cutibacterium acnes C1
SRR6145060	k99_9135	k99_9135_0-1817.1	antibacterial	k99_9135_k99_9135_1	0	450	PF03009	0.58554	CL0384	PLC	GDPD	Glycerophosphoryl diester phosphodiesterase family	1747	Cutibacterium acnes
SRR6145060	k99_9135	k99_9135_0-1817.1	antibacterial	k99_9135_k99_9135_1	0	450	PF13653	0.57694	CL0384	PLC	GDPD_2	Glycerophosphoryl diester phosphodiesterase family	1747	Cutibacterium acnes
SRR6145060	k99_9135	k99_9135_0-1817.1	antibacterial	k99_9135_k99_9135_2	611	944	PF13397	0.60613	NA	NA	RbpA	RNA polymerase-binding protein	1747	Cutibacterium acnes
SRR6145060	k99_9135	k99_9135_0-1817.1	antibacterial	k99_9135_k99_9135_2	611	944	PF09723	0.42445	CL0167	Zn_Beta_Ribbon	Zn-ribbon_8	Zinc ribbon domain	1747	Cutibacterium acnes
SRR6145060	k99_9135	k99_9135_0-1817.1	antibacterial	k99_9135_k99_9135_3	998	1817	PF13641	0.52913	CL0110	GT-A	Glyco_tranf_2_3	Glycosyltransferase like family 2	1747	Cutibacterium acnes
SRR6145060	k99_9135	k99_9135_0-1817.1	antibacterial	k99_9135_k99_9135_3	998	1817	PF00535	0.4847	CL0110	GT-A	Glycos_transf_2	Glycosyl transferase family 2	1747	Cutibacterium acnes
SRR6145060	k99_6980	k99_6980_242-1511.1	antibacterial	k99_6980_k99_6980_2	242	1511	PF01497	0.6134	CL0043	Chelatase	Peripla_BP_2	Periplasmic binding protein	1747	Cutibacterium acnes
SRR6145060	k99_11118	k99_11118_0-1761.1	antibacterial	k99_11118_k99_11118_1	0	486	PF01232	0.56733	CL0063	NADP_Rossmann	Mannitol_dh	Mannitol dehydrogenase Rossmann domain	1747	Cutibacterium acnes
SRR6145060	k99_11118	k99_11118_0-1761.1	antibacterial	k99_11118_k99_11118_2	501	1761	PF02614	0.52886	CL0034	Amidohydrolase	UxaC	Glucuronate isomerase	1747	Cutibacterium acnes
SRR6145060	k99_1499	k99_1499_781-1744.1	antibacterial	k99_1499_k99_1499_2	781	1744	PF01636	0.66426	CL0016	PKinase	APH	Phosphotransferase enzyme family	1747	Cutibacterium acnes
SRR6145060	k99_2992	k99_2992_1-886.1	antibacterial	k99_2992_k99_2992_1	1	886	PF00657	0.55181	CL0264	SGNH_hydrolase	Lipase_GDSL	GDSL-like Lipase/Acylhydrolase	1747	Cutibacterium acnes
SRR6145060	k99_2992	k99_2992_1-886.1	antibacterial	k99_2992_k99_2992_1	1	886	PF13472	0.5337	CL0264	SGNH_hydrolase	Lipase_GDSL_2	GDSL-like Lipase/Acylhydrolase family	1747	Cutibacterium acnes
SRR6145060	k99_8894	k99_8894_1-766.1	antibacterial	k99_8894_k99_8894_1	1	766	PF00854	0.50131	CL0015	MFS	PTR2	POT family	1747	Cutibacterium acnes
SRR6145060	k99_8894	k99_8894_1-766.1	antibacterial	k99_8894_k99_8894_1	1	766	PF07690	0.54182	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145060	k99_1922	k99_1922_785-1343.1	antibacterial	k99_1922_k99_1922_3	785	1343	PF01613	0.62997	CL0336	FMN-binding	Flavin_Reduct	Flavin reductase like domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_8638	k99_8638_1-544.1	antibacterial	k99_8638_k99_8638_1	1	136	PF00334	0.62809	NA	NA	NDK	Nucleoside diphosphate kinase	1234380	Cutibacterium acnes C1
SRR6145060	k99_8638	k99_8638_1-544.1	antibacterial	k99_8638_k99_8638_2	157	544	PF14017	0.60628	NA	NA	DUF4233	Protein of unknown function (DUF4233)	1234380	Cutibacterium acnes C1
SRR6145060	k99_10384	k99_10384_2-1547.1	antibacterial	k99_10384_k99_10384_1	2	1547	PF05088	0.50922	CL0063	NADP_Rossmann	Bac_GDH	Bacterial NAD-glutamate dehydrogenase	1747	Cutibacterium acnes
SRR6145060	k99_6572	k99_6572_711-1281.1	antibacterial	k99_6572_k99_6572_2	711	1281	PF11452	0.60476	NA	NA	DUF3000	Protein of unknown function (DUF3000)	1747	Cutibacterium acnes
SRR6145060	k99_2661	k99_2661_2-1152.1	antibacterial	k99_2661_k99_2661_1	2	938	PF00756	0.67982	CL0028	AB_hydrolase	Esterase	Putative esterase	1234380	Cutibacterium acnes C1
SRR6145060	k99_2661	k99_2661_2-1152.1	antibacterial	k99_2661_k99_2661_2	948	1152	PF00448	0.59045	CL0023	P-loop_NTPase	SRP54	SRP54-type protein, GTPase domain	1234380	Cutibacterium acnes C1
SRR6145060	k99_1837	k99_1837_1-169.1	antibacterial	k99_1837_k99_1837_1	1	169	PF16113	0.60526	CL0127	ClpP_crotonase	ECH_2	Enoyl-CoA hydratase/isomerase	1747	Cutibacterium acnes
SRR6145060	k99_11203	k99_11203_127-820.1	antibacterial	k99_11203_k99_11203_1	127	820	PF05076	0.53678	NA	NA	SUFU	Suppressor of fused protein (SUFU)	1234380	Cutibacterium acnes C1
SRR6145060	k99_4661	k99_4661_438-2234.1	antibacterial	k99_4661_k99_4661_2	438	1584	PF02698	0.65996	NA	NA	DUF218	DUF218 domain	1747	Cutibacterium acnes
SRR6145060	k99_4661	k99_4661_438-2234.1	antibacterial	k99_4661_k99_4661_2	438	1584	PF13377	0.60428	CL0144	Periplas_BP	Peripla_BP_3	Periplasmic binding protein-like domain	1747	Cutibacterium acnes
SRR6145060	k99_4661	k99_4661_438-2234.1	antibacterial	k99_4661_k99_4661_3	1580	2234	PF14016	0.73914	NA	NA	DUF4232	Protein of unknown function (DUF4232)	1747	Cutibacterium acnes
SRR6145060	k99_13416	k99_13416_1-1901.1	antibacterial	k99_13416_k99_13416_1	1	841	PF13347	0.62305	CL0015	MFS	MFS_2	MFS/sugar transport protein	1747	Cutibacterium acnes
SRR6145060	k99_13416	k99_13416_1-1901.1	antibacterial	k99_13416_k99_13416_1	1	841	PF01027	0.50176	CL0453	Apoptosis-Inhib	Bax1-I	Inhibitor of apoptosis-promoting Bax1	1747	Cutibacterium acnes
SRR6145060	k99_13416	k99_13416_1-1901.1	antibacterial	k99_13416_k99_13416_1	1	841	PF07690	0.61401	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145060	k99_13416	k99_13416_1-1901.1	antibacterial	k99_13416_k99_13416_2	827	1901	PF14486	0.56237	CL0103	Gal_mutarotase	DUF4432	Domain of unknown function (DUF4432)	1747	Cutibacterium acnes
SRR6145060	k99_13740	k99_13740_2-1218.1	antibacterial	k99_13740_k99_13740_1	2	668	PF01261	0.5993	CL0036	TIM_barrel	AP_endonuc_2	Xylose isomerase-like TIM barrel	1747	Cutibacterium acnes
SRR6145060	k99_13740	k99_13740_2-1218.1	antibacterial	k99_13740_k99_13740_3	870	1218	PF06283	0.59556	CL0014	Glutaminase_I	ThuA	Trehalose utilisation	1747	Cutibacterium acnes
