sample	contig	bgc_candidate_id	product_activity	protein_id	gene_start	gene_end	pfam_id	protein_id_1	clan	pfam	family	description	taxid	taxonomy
SRR6145059	k99_7773	k99_7773_349-5388.1	antibacterial	k99_7773_k99_7773_4	1533	4416	PF03193	0.6605	CL0023	P-loop_NTPase	RsgA_GTPase	RsgA GTPase	1234380	Cutibacterium acnes C1
SRR6145059	k99_7773	k99_7773_349-5388.1	antibacterial	k99_7773_k99_7773_4	1533	4416	PF13191	0.74006	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_7773	k99_7773_349-5388.1	antibacterial	k99_7773_k99_7773_4	1533	4416	PF13555	0.71165	CL0023	P-loop_NTPase	AAA_29	P-loop containing region of AAA domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_7773	k99_7773_349-5388.1	antibacterial	k99_7773_k99_7773_5	4644	5388	PF11716	0.74201	CL0310	DinB	MDMPI_N	Mycothiol maleylpyruvate isomerase N-terminal domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_7773	k99_7773_349-5388.1	antibacterial	k99_7773_k99_7773_5	4644	5388	PF07398	0.68649	CL0311	SCP2	MDMPI_C	MDMPI C-terminal domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_5889	k99_5889_2-1103.1	antibacterial	k99_5889_k99_5889_1	2	128	PF00590	0.54731	NA	NA	TP_methylase	Tetrapyrrole (Corrin/Porphyrin) Methylases	1747	Cutibacterium acnes
SRR6145059	k99_5889	k99_5889_2-1103.1	antibacterial	k99_5889_k99_5889_2	158	1103	PF00348	0.61718	CL0613	Terp_synthase	polyprenyl_synt	Polyprenyl synthetase	1747	Cutibacterium acnes
SRR6145059	k99_13024	k99_13024_32-2590.1	antibacterial	k99_13024_k99_13024_1	32	1178	PF02698	0.76064	NA	NA	DUF218	DUF218 domain	1747	Cutibacterium acnes
SRR6145059	k99_13024	k99_13024_32-2590.1	antibacterial	k99_13024_k99_13024_1	32	1178	PF13377	0.70461	CL0144	Periplas_BP	Peripla_BP_3	Periplasmic binding protein-like domain	1747	Cutibacterium acnes
SRR6145059	k99_13024	k99_13024_32-2590.1	antibacterial	k99_13024_k99_13024_2	1174	1828	PF14016	0.80974	NA	NA	DUF4232	Protein of unknown function (DUF4232)	1747	Cutibacterium acnes
SRR6145059	k99_13024	k99_13024_32-2590.1	antibacterial	k99_13024_k99_13024_3	1909	2590	PF00120	0.69449	CL0286	GCS	Gln-synt_C	Glutamine synthetase, catalytic domain	1747	Cutibacterium acnes
SRR6145059	k99_12697	k99_12697_45-1224.1	antibacterial	k99_12697_k99_12697_1	45	1224	PF00872	0.57636	CL0219	RNase_H	Transposase_mut	Transposase, Mutator family	1760	Actinobacteria
SRR6145059	k99_583	k99_583_2-518.1	antibacterial	k99_583_k99_583_1	2	518	PF01012	0.57793	CL0039	HUP	ETF	Electron transfer flavoprotein domain	1270	Micrococcus luteus
SRR6145059	k99_8347	k99_8347_905-10623.1	antibacterial	k99_8347_k99_8347_2	905	1208	PF01527	0.45096	CL0123	HTH	HTH_Tnp_1	Transposase	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_905-10623.1	antibacterial	k99_8347_k99_8347_2	905	1208	PF13518	0.47337	CL0123	HTH	HTH_28	Helix-turn-helix domain	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_905-10623.1	antibacterial	k99_8347_k99_8347_2	905	1208	PF13384	0.49563	CL0123	HTH	HTH_23	Homeodomain-like domain	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_905-10623.1	antibacterial	k99_8347_k99_8347_2	905	1208	PF13551	0.49536	CL0123	HTH	HTH_29	Winged helix-turn helix	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_905-10623.1	antibacterial	k99_8347_k99_8347_2	905	1208	PF08281	0.54214	CL0123	HTH	Sigma70_r4_2	Sigma-70, region 4	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_905-10623.1	antibacterial	k99_8347_k99_8347_2	905	1208	PF13542	0.5431	CL0123	HTH	HTH_Tnp_ISL3	Helix-turn-helix domain of transposase family ISL3	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_905-10623.1	antibacterial	k99_8347_k99_8347_4	1438	1918	PF08808	0.58606	NA	NA	RES	RES domain	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_905-10623.1	antibacterial	k99_8347_k99_8347_5	1914	2448	PF09722	0.60788	NA	NA	DUF2384	Protein of unknown function (DUF2384)	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_905-10623.1	antibacterial	k99_8347_k99_8347_9	5246	5777	PF04306	0.59622	CL0500	Glycine-zipper	DUF456	Protein of unknown function (DUF456)	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_905-10623.1	antibacterial	k99_8347_k99_8347_16	10057	10429	PF01850	0.53831	CL0280	PIN	PIN	PIN domain	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_905-10623.1	antibacterial	k99_8347_k99_8347_17	10425	10623	PF09957	0.54895	CL0057	Met_repress	VapB_antitoxin	Bacterial antitoxin of type II TA system, VapB	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_13640-14255.1	NA	k99_8347_k99_8347_20	13640	14255	PF13489	0.48984	CL0063	NADP_Rossmann	Methyltransf_23	Methyltransferase domain	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_13640-14255.1	NA	k99_8347_k99_8347_20	13640	14255	PF13847	0.49631	CL0063	NADP_Rossmann	Methyltransf_31	Methyltransferase domain	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_13640-14255.1	NA	k99_8347_k99_8347_20	13640	14255	PF01209	0.58496	CL0063	NADP_Rossmann	Ubie_methyltran	ubiE/COQ5 methyltransferase family	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_13640-14255.1	NA	k99_8347_k99_8347_20	13640	14255	PF08241	0.62107	CL0063	NADP_Rossmann	Methyltransf_11	Methyltransferase domain	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_13640-14255.1	NA	k99_8347_k99_8347_20	13640	14255	PF08242	0.60319	CL0063	NADP_Rossmann	Methyltransf_12	Methyltransferase domain	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_13640-14255.1	NA	k99_8347_k99_8347_20	13640	14255	PF13649	0.55991	CL0063	NADP_Rossmann	Methyltransf_25	Methyltransferase domain	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_13640-14255.1	NA	k99_8347_k99_8347_20	13640	14255	PF06325	0.4892	CL0063	NADP_Rossmann	PrmA	Ribosomal protein L11 methyltransferase (PrmA)	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_18615-19612.1	antibacterial	k99_8347_k99_8347_27	18615	19068	PF13663	0.50377	NA	NA	DUF4148	Domain of unknown function (DUF4148)	134537	Paraburkholderia fungorum
SRR6145059	k99_8347	k99_8347_18615-19612.1	antibacterial	k99_8347_k99_8347_28	19186	19612	PF13663	0.50386	NA	NA	DUF4148	Domain of unknown function (DUF4148)	134537	Paraburkholderia fungorum
SRR6145059	k99_11301	k99_11301_0-1750.1	antibacterial	k99_11301_k99_11301_1	0	528	PF14698	0.65729	NA	NA	ASL_C2	Argininosuccinate lyase C-terminal	1747	Cutibacterium acnes
SRR6145059	k99_11301	k99_11301_0-1750.1	antibacterial	k99_11301_k99_11301_2	524	1049	PF08044	0.65802	CL0660	SHOCT	DUF1707	Domain of unknown function (DUF1707)	1747	Cutibacterium acnes
SRR6145059	k99_11301	k99_11301_0-1750.1	antibacterial	k99_11301_k99_11301_3	1147	1750	PF08044	0.61937	CL0660	SHOCT	DUF1707	Domain of unknown function (DUF1707)	1747	Cutibacterium acnes
SRR6145059	k99_11301	k99_11301_0-1750.1	antibacterial	k99_11301_k99_11301_3	1147	1750	PF09685	0.52927	NA	NA	DUF4870	Domain of unknown function (DUF4870)	1747	Cutibacterium acnes
SRR6145059	k99_3824	k99_3824_140-1045.1	antibacterial	k99_3824_k99_3824_1	140	608	PF02626	0.63187	CL0475	Cyclophil-like	CT_A_B	Carboxyltransferase domain, subdomain A and B	1270	Micrococcus luteus
SRR6145059	k99_3824	k99_3824_140-1045.1	antibacterial	k99_3824_k99_3824_2	604	1045	PF00289	0.64642	CL0483	PreATP-grasp	Biotin_carb_N	Biotin carboxylase, N-terminal domain	1270	Micrococcus luteus
SRR6145059	k99_15401	k99_15401_3866-8543.1	antibacterial	k99_15401_k99_15401_5	3866	4880	PF00482	0.5815	NA	NA	T2SSF	Type II secretion system (T2SS), protein F	134537	Paraburkholderia fungorum
SRR6145059	k99_15401	k99_15401_3866-8543.1	antibacterial	k99_15401_k99_15401_6	4882	5902	PF00482	0.59675	NA	NA	T2SSF	Type II secretion system (T2SS), protein F	134537	Paraburkholderia fungorum
SRR6145059	k99_15401	k99_15401_3866-8543.1	antibacterial	k99_15401_k99_15401_7	5894	7298	PF00437	0.53572	CL0023	P-loop_NTPase	T2SSE	Type II/IV secretion system protein	134537	Paraburkholderia fungorum
SRR6145059	k99_15401	k99_15401_3866-8543.1	antibacterial	k99_15401_k99_15401_7	5894	7298	PF13191	0.60061	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	134537	Paraburkholderia fungorum
SRR6145059	k99_15401	k99_15401_3866-8543.1	antibacterial	k99_15401_k99_15401_7	5894	7298	PF13521	0.56732	CL0023	P-loop_NTPase	AAA_28	AAA domain	134537	Paraburkholderia fungorum
SRR6145059	k99_15401	k99_15401_3866-8543.1	antibacterial	k99_15401_k99_15401_8	7301	8543	PF16968	0.61643	CL0304	CheY	TadZ_N	Pilus assembly protein TadZ N-terminal	134537	Paraburkholderia fungorum
SRR6145059	k99_10972	k99_10972_0-894.1	antibacterial	k99_10972_k99_10972_1	0	894	PF03169	0.52117	NA	NA	OPT	OPT oligopeptide transporter protein	33010	Cutibacterium avidum
SRR6145059	k99_7937	k99_7937_489-1599.1	antibacterial	k99_7937_k99_7937_2	489	1599	PF01040	0.61654	CL0613	Terp_synthase	UbiA	UbiA prenyltransferase family	1747	Cutibacterium acnes
SRR6145059	k99_1167	k99_1167_2-1329.1	antibacterial	k99_1167_k99_1167_1	2	242	PF13304	0.61192	CL0023	P-loop_NTPase	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	1091045	Cutibacterium acnes subsp. defendens ATCC 11828
SRR6145059	k99_1167	k99_1167_2-1329.1	antibacterial	k99_1167_k99_1167_1	2	242	PF00005	0.5986	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1091045	Cutibacterium acnes subsp. defendens ATCC 11828
SRR6145059	k99_1167	k99_1167_2-1329.1	antibacterial	k99_1167_k99_1167_1	2	242	PF02463	0.53148	CL0023	P-loop_NTPase	SMC_N	RecF/RecN/SMC N terminal domain	1091045	Cutibacterium acnes subsp. defendens ATCC 11828
SRR6145059	k99_1167	k99_1167_2-1329.1	antibacterial	k99_1167_k99_1167_2	278	575	PF14019	0.54238	NA	NA	DUF4235	Protein of unknown function (DUF4235)	1091045	Cutibacterium acnes subsp. defendens ATCC 11828
SRR6145059	k99_1167	k99_1167_2-1329.1	antibacterial	k99_1167_k99_1167_3	624	1329	PF17197	0.53718	NA	NA	DUF5134	Domain of unknown function (DUF5134)	1091045	Cutibacterium acnes subsp. defendens ATCC 11828
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF04445	0.49087	CL0063	NADP_Rossmann	SAM_MT	Putative SAM-dependent methyltransferase	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF02527	0.53316	CL0063	NADP_Rossmann	GidB	rRNA small subunit methyltransferase G	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF00398	0.5076	CL0063	NADP_Rossmann	RrnaAD	Ribosomal RNA adenine dimethylase	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF03848	0.61868	CL0063	NADP_Rossmann	TehB	Tellurite resistance protein TehB	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF07021	0.62556	CL0063	NADP_Rossmann	MetW	Methionine biosynthesis protein MetW	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF02475	0.56387	CL0063	NADP_Rossmann	Met_10	Met-10+ like-protein	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF01209	0.71307	CL0063	NADP_Rossmann	Ubie_methyltran	ubiE/COQ5 methyltransferase family	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF13489	0.75676	CL0063	NADP_Rossmann	Methyltransf_23	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF05175	0.73203	CL0063	NADP_Rossmann	MTS	Methyltransferase small domain	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF13847	0.80668	CL0063	NADP_Rossmann	Methyltransf_31	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF10294	0.79806	CL0063	NADP_Rossmann	Methyltransf_16	Lysine methyltransferase	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF13649	0.84742	CL0063	NADP_Rossmann	Methyltransf_25	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF08241	0.83971	CL0063	NADP_Rossmann	Methyltransf_11	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_3	1690	2488	PF08242	0.81742	CL0063	NADP_Rossmann	Methyltransf_12	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_4	2708	3719	PF01497	0.70998000000000006	CL0043	Chelatase	Peripla_BP_2	Periplasmic binding protein	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_5	3718	4888	PF01032	0.69051	CL0142	Membrane_trans	FecCD	FecCD transport family	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_6	4880	5648	PF00005	0.72695	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_6	4880	5648	PF02463	0.76077	CL0023	P-loop_NTPase	SMC_N	RecF/RecN/SMC N terminal domain	1747	Cutibacterium acnes
SRR6145059	k99_4980	k99_4980_1690-6042.1	NA	k99_4980_k99_4980_7	5730	6042	PF00171	0.79546	CL0099	ALDH-like	Aldedh	Aldehyde dehydrogenase family	1747	Cutibacterium acnes
SRR6145059	k99_13845	k99_13845_1034-4514.1	antibacterial	k99_13845_k99_13845_3	1034	1574	PF12790	0.70462	CL0287	Transthyretin	T6SS-SciN	Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113	134537	Paraburkholderia fungorum
SRR6145059	k99_13845	k99_13845_1034-4514.1	antibacterial	k99_13845_k99_13845_4	1587	2703	PF06996	0.61698	NA	NA	T6SS_TssG	Type VI secretion, TssG	134537	Paraburkholderia fungorum
SRR6145059	k99_13845	k99_13845_1034-4514.1	antibacterial	k99_13845_k99_13845_5	2699	4514	PF05947	0.58676	NA	NA	T6SS_TssF	Type VI secretion system, TssF	134537	Paraburkholderia fungorum
SRR6145059	k99_13845	k99_13845_17210-18437.1	antibacterial	k99_13845_k99_13845_13	17210	18437	PF05943	0.51257	NA	NA	VipB	Type VI secretion protein, EvpB/VC_A0108, tail sheath	134537	Paraburkholderia fungorum
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_1	145	718	PF00239	0.79734	NA	NA	Resolvase	Resolvase, N terminal domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_1	145	718	PF02796	0.77465	CL0123	HTH	HTH_7	Helix-turn-helix domain of resolvase	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_1	145	718	PF13936	0.7781	CL0123	HTH	HTH_38	Helix-turn-helix domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_1	145	718	PF01047	0.70056	CL0123	HTH	MarR	MarR family	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_1	145	718	PF08281	0.75151	CL0123	HTH	Sigma70_r4_2	Sigma-70, region 4	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_1	145	718	PF04297	0.69125	CL0123	HTH	UPF0122	Putative helix-turn-helix protein, YlxM / p13 like	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_1	145	718	PF13518	0.70897	CL0123	HTH	HTH_28	Helix-turn-helix domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_1	145	718	PF08279	0.61531	CL0123	HTH	HTH_11	HTH domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_1	145	718	PF13384	0.64996	CL0123	HTH	HTH_23	Homeodomain-like domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_1	145	718	PF05225	0.54	CL0123	HTH	HTH_psq	helix-turn-helix, Psq domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_1	145	718	PF12728	0.52215	CL0123	HTH	HTH_17	Helix-turn-helix domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_3	1086	1881	PF02661	0.56494	NA	NA	Fic	Fic/DOC family	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_6	2391	2991	PF00239	0.58709	NA	NA	Resolvase	Resolvase, N terminal domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_6	2391	2991	PF02796	0.55577	CL0123	HTH	HTH_7	Helix-turn-helix domain of resolvase	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_6	2391	2991	PF13384	0.55541	CL0123	HTH	HTH_23	Homeodomain-like domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_6	2391	2991	PF13936	0.56287	CL0123	HTH	HTH_38	Helix-turn-helix domain	1234380	Cutibacterium acnes C1
SRR6145059	k99_8271	k99_8271_145-2991.1	antibacterial	k99_8271_k99_8271_6	2391	2991	PF13551	0.54208	CL0123	HTH	HTH_29	Winged helix-turn helix	1234380	Cutibacterium acnes C1
SRR6145059	k99_1330	k99_1330_0-1660.1	antibacterial	k99_1330_k99_1330_1	0	693	PF07992	0.58589	CL0063	NADP_Rossmann	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145059	k99_1330	k99_1330_0-1660.1	antibacterial	k99_1330_k99_1330_1	0	693	PF02852	0.48815	CL0608	Reductase_C	Pyr_redox_dim	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	1747	Cutibacterium acnes
SRR6145059	k99_1330	k99_1330_0-1660.1	antibacterial	k99_1330_k99_1330_2	775	1660	PF01497	0.57831	CL0043	Chelatase	Peripla_BP_2	Periplasmic binding protein	1747	Cutibacterium acnes
SRR6145059	k99_8276	k99_8276_2-1280.1	antibacterial	k99_8276_k99_8276_1	2	1280	PF13193	0.77673	CL0531	AMP-binding_C	AMP-binding_C	AMP-binding enzyme C-terminal domain	1270	Micrococcus luteus
SRR6145059	k99_8276	k99_8276_2-1280.1	antibacterial	k99_8276_k99_8276_1	2	1280	PF00501	0.74406	CL0378	ANL	AMP-binding	AMP-binding enzyme	1270	Micrococcus luteus
SRR6145059	k99_9584	k99_9584_2606-4443.1	antibacterial	k99_9584_k99_9584_2	2606	2936	PF02219	0.55323	CL0086	FAD_oxidored	MTHFR	Methylenetetrahydrofolate reductase	1747	Cutibacterium acnes
SRR6145059	k99_9584	k99_9584_2606-4443.1	antibacterial	k99_9584_k99_9584_3	3153	4251	PF00348	0.54949	CL0613	Terp_synthase	polyprenyl_synt	Polyprenyl synthetase	1747	Cutibacterium acnes
SRR6145059	k99_9584	k99_9584_2606-4443.1	antibacterial	k99_9584_k99_9584_4	4275	4443	PF01337	0.56564	NA	NA	Barstar	Barstar (barnase inhibitor)	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_1	2	428	PF00455	0.76708	CL0246	ISOCOT_Fold	DeoRC	DeoR C terminal sensor domain	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_1	2	428	PF08220	0.74297	CL0123	HTH	HTH_DeoR	DeoR-like helix-turn-helix domain	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_2	592	1891	PF03721	0.78785	CL0063	NADP_Rossmann	UDPG_MGDP_dh_N	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_2	592	1891	PF03446	0.75414	CL0063	NADP_Rossmann	NAD_binding_2	NAD binding domain of 6-phosphogluconate dehydrogenase	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_2	592	1891	PF03807	0.75812	CL0063	NADP_Rossmann	F420_oxidored	NADP oxidoreductase coenzyme F420-dependent	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_2	592	1891	PF01210	0.735	CL0063	NADP_Rossmann	NAD_Gly3P_dh_N	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_2	592	1891	PF02737	0.70955	CL0063	NADP_Rossmann	3HCDH_N	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_2	592	1891	PF00984	0.65451	CL0106	6PGD_C	UDPG_MGDP_dh	UDP-glucose/GDP-mannose dehydrogenase family, central domain	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_2	592	1891	PF03720	0.58527	CL0039	HUP	UDPG_MGDP_dh_C	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_3	1874	3134	PF06993	0.51233	CL0447	Hypoth_1	DUF1304	Protein of unknown function (DUF1304)	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_3	1874	3134	PF04932	0.50228	CL0499	O-anti_assembly	Wzy_C	O-Antigen ligase	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_4	3252	4362	PF13477	0.50383	CL0113	GT-B	Glyco_trans_4_2	Glycosyl transferase 4-like	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_4	3252	4362	PF13579	0.55459	CL0113	GT-B	Glyco_trans_4_4	Glycosyl transferase 4-like domain	1747	Cutibacterium acnes
SRR6145059	k99_7860	k99_7860_2-4362.1	antibacterial	k99_7860_k99_7860_4	3252	4362	PF13439	0.58803	CL0113	GT-B	Glyco_transf_4	Glycosyltransferase Family 4	1747	Cutibacterium acnes
